bugID,opened_date,status,inheritance,overriding
395851,20121205141900,RESOLVED,NO,NO
395998,20121206173100,RESOLVED,NO,NO
396006,20121206194700,RESOLVED,NO,NO
396135,20121208173700,VERIFIED,NO,NO
396146,20121209155100,RESOLVED,NO,NO
396332,20121211161700,RESOLVED,NO,NO
396545,20121213154600,RESOLVED,NO,NO
396666,20121215132700,VERIFIED,NO,NO
396740,20121217072500,CLOSED,NO,NO
396760,20121217100300,RESOLVED,NO,NO
397041,20121220191700,RESOLVED,NO,NO
397252,20121230102000,RESOLVED,NO,NO
397310,20130102083100,VERIFIED,NO,NO
397620,20130107153500,RESOLVED,NO,NO
398080,20130114091900,RESOLVED,NO,NO
398100,20130114110400,NEW,NO,NO
398103,20130114112300,RESOLVED,NO,NO
398214,20130115124600,RESOLVED,NO,NO
398239,20130115165000,RESOLVED,NO,NO
398263,20130115230000,CLOSED,NO,NO
398472,20130118034600,CLOSED,NO,NO
398538,20130118150300,RESOLVED,NO,NO
398835,20130122143500,ASSIGNED,NO,NO
399302,20130128144200,RESOLVED,NO,NO
399434,20130129144200,RESOLVED,NO,NO
399444,20130129171300,NEW,NO,NO
399656,20130131113500,RESOLVED,NO,NO
399685,20130131170100,RESOLVED,NO,NO
399691,20130131180900,RESOLVED,NO,NO
399699,20130131194800,RESOLVED,NO,NO
399803,20130203070600,RESOLVED,NO,NO
399927,20130204150300,RESOLVED,NO,NO
400165,20130206210600,RESOLVED,NO,NO
400167,20130206211800,RESOLVED,NO,NO
400168,20130206212000,RESOLVED,NO,NO
400266,20130207155400,RESOLVED,NO,NO
400270,20130207174500,RESOLVED,NO,NO
400278,20130207193400,RESOLVED,NO,NO
400356,20130208133400,RESOLVED,NO,NO
400370,20130208165800,RESOLVED,NO,NO
400396,20130210100200,RESOLVED,NO,NO
400621,20130212145300,RESOLVED,NO,NO
401355,20130220142800,RESOLVED,NO,NO
401911,20130227101900,RESOLVED,NO,NO
402059,20130228152300,RESOLVED,NO,NO
402082,20130228231600,RESOLVED,NO,NO
402431,20130305082400,RESOLVED,NO,NO
402465,20130305132500,RESOLVED,NO,NO
402682,20130307130600,RESOLVED,NO,NO
402792,20130308170600,RESOLVED,NO,NO
402882,20130311070900,RESOLVED,NO,NO
403024,20130312070900,RESOLVED,NO,NO
403094,20130312133500,RESOLVED,NO,NO
403389,20130314162100,RESOLVED,NO,NO
403393,20130314163800,RESOLVED,NO,NO
403504,20130315130800,RESOLVED,NO,NO
403507,20130315133400,RESOLVED,NO,NO
403527,20130315181600,RESOLVED,NO,NO
403528,20130315182100,RESOLVED,NO,NO
403531,20130315191700,RESOLVED,NO,NO
403571,20130317114500,RESOLVED,NO,NO
404095,20130321183500,RESOLVED,NO,NO
404096,20130321190500,RESOLVED,NO,NO
404214,20130323141100,RESOLVED,NO,NO
404275,20130325111700,VERIFIED,NO,NO
404315,20130325170000,RESOLVED,NO,NO
404711,20130402063900,RESOLVED,NO,NO
404761,20130402173500,RESOLVED,NO,NO
404857,20130403180100,RESOLVED,NO,NO
404858,20130403181400,RESOLVED,NO,NO
404860,20130403192000,RESOLVED,NO,NO
404933,20130404145100,RESOLVED,NO,NO
404949,20130404162800,RESOLVED,NO,NO
404953,20130404165400,RESOLVED,NO,NO
405097,20130407033800,RESOLVED,NO,NO
405136,20130408055000,RESOLVED,NO,NO
405138,20130408060300,RESOLVED,NO,NO
405650,20130412170000,RESOLVED,NO,NO
405656,20130412175200,RESOLVED,NO,NO
405782,20130416075100,RESOLVED,NO,NO
405912,20130417151200,RESOLVED,NO,NO
406028,20130418154200,RESOLVED,NO,NO
406235,20130422131300,RESOLVED,NO,NO
406248,20130422150200,RESOLVED,NO,NO
406256,20130422164100,RESOLVED,NO,NO
406383,20130423205000,RESOLVED,NO,NO
406470,20130424132200,RESOLVED,NO,NO
406606,20130425145700,RESOLVED,NO,NO
406647,20130426074300,RESOLVED,NO,NO
406693,20130426133100,RESOLVED,NO,NO
406695,20130426135900,REOPENED,NO,NO
406704,20130426170500,RESOLVED,NO,NO
406715,20130426194100,RESOLVED,NO,NO
406724,20130427071100,RESOLVED,NO,NO
406727,20130427085100,RESOLVED,NO,NO
406728,20130427085400,RESOLVED,NO,NO
406729,20130427085500,RESOLVED,NO,NO
406741,20130427203700,RESOLVED,NO,NO
406751,20130428140300,RESOLVED,NO,NO
406848,20130429183400,RESOLVED,NO,NO
406934,20130430124500,RESOLVED,NO,NO
406943,20130430143000,RESOLVED,NO,NO
406959,20130430170000,RESOLVED,NO,NO
407442,20130507125600,RESOLVED,NO,NO
407445,20130507130200,RESOLVED,NO,NO
407556,20130508121100,RESOLVED,NO,NO
407649,20130509100000,RESOLVED,NO,NO
407816,20130512091800,RESOLVED,NO,NO
407825,20130512132500,RESOLVED,NO,NO
408044,20130514125900,RESOLVED,NO,NO
408361,20130517132700,RESOLVED,NO,NO
408511,20130520135100,RESOLVED,YES,NO
408535,20130521031700,NEW,NO,NO
408737,20130522150000,RESOLVED,NO,NO
408767,20130522203300,RESOLVED,NO,NO
409041,20130524172700,RESOLVED,NO,NO
409087,20130526122600,RESOLVED,NO,NO
409201,20130527150700,RESOLVED,NO,NO
409343,20130528171900,RESOLVED,NO,NO
409427,20130529160200,RESOLVED,NO,NO
409546,20130530223500,CLOSED,NO,NO
409606,20130531120200,RESOLVED,NO,NO
409632,20130531160200,RESOLVED,NO,NO
409634,20130531164500,RESOLVED,NO,NO
409682,20130602174600,RESOLVED,NO,NO
409726,20130603093400,RESOLVED,NO,NO
409758,20130603124000,RESOLVED,NO,NO
409767,20130603134700,RESOLVED,NO,NO
409935,20130605052000,RESOLVED,NO,NO
410013,20130605222300,RESOLVED,NO,NO
410062,20130606082000,RESOLVED,NO,NO
410141,20130607040600,RESOLVED,NO,NO
410279,20130609023500,RESOLVED,NO,NO
410397,20130610193700,RESOLVED,NO,NO
410398,20130610195200,RESOLVED,NO,NO
410399,20130610200400,RESOLVED,NO,NO
410400,20130610202400,RESOLVED,NO,NO
410404,20130611001600,RESOLVED,NO,NO
410448,20130611070500,RESOLVED,NO,NO
410463,20130611084000,RESOLVED,NO,NO
410486,20130611103100,RESOLVED,NO,NO
410515,20130611134500,RESOLVED,NO,NO
410534,20130611161600,RESOLVED,NO,NO
410541,20130611171900,RESOLVED,NO,NO
410580,20130612070000,REOPENED,NO,NO
410597,20130612093400,REOPENED,NO,NO
410655,20130612153200,RESOLVED,NO,NO
410673,20130612200100,RESOLVED,NO,NO
410675,20130612202900,RESOLVED,NO,NO
410754,20130613133500,RESOLVED,NO,NO
410934,20130617114600,RESOLVED,NO,NO
411038,20130618114200,RESOLVED,NO,NO
411052,20130618141500,NEW,YES,NO
411142,20130619115700,RESOLVED,NO,NO
411198,20130619210700,RESOLVED,NO,NO
411320,20130620174500,RESOLVED,NO,NO
411420,20130621173000,RESOLVED,NO,NO
411422,20130621183800,RESOLVED,NO,NO
411473,20130624053600,RESOLVED,NO,NO
411475,20130624062400,RESOLVED,NO,NO
411548,20130624193100,RESOLVED,NO,NO
411629,20130625135600,RESOLVED,NO,NO
411633,20130625141200,RESOLVED,NO,NO
411708,20130626125800,RESOLVED,NO,NO
411929,20130629032800,RESOLVED,NO,NO
412294,20130704070000,RESOLVED,NO,NO
412332,20130704130800,RESOLVED,NO,NO
412343,20130704153700,RESOLVED,NO,NO
412394,20130705073400,RESOLVED,NO,NO
412496,20130708065100,RESOLVED,NO,NO
412620,20130709151900,RESOLVED,NO,NO
412707,20130710153700,RESOLVED,NO,NO
412743,20130711064200,RESOLVED,NO,NO
412856,20130712093300,RESOLVED,NO,NO
412872,20130712113800,RESOLVED,NO,NO
412873,20130712121300,RESOLVED,NO,NO
412890,20130712175200,RESOLVED,NO,NO
412953,20130715072900,RESOLVED,NO,NO
413124,20130716183800,RESOLVED,NO,NO
413181,20130717120900,RESOLVED,NO,NO
413191,20130717141400,RESOLVED,NO,NO
413480,20130722175600,RESOLVED,NO,NO
413571,20130723153800,RESOLVED,NO,NO
413584,20130723193300,RESOLVED,NO,NO
413630,20130724083700,RESOLVED,NO,NO
413924,20130729100700,RESOLVED,NO,NO
413957,20130729200500,RESOLVED,NO,NO
414078,20130730203400,RESOLVED,NO,NO
414116,20130731071400,RESOLVED,NO,NO
414219,20130801113500,RESOLVED,NO,NO
414311,20130802105800,RESOLVED,NO,NO
414316,20130802110600,RESOLVED,NO,NO
414360,20130803094000,ASSIGNED,NO,NO
414461,20130806032800,NEW,NO,NO
414597,20130807122700,RESOLVED,NO,NO
414647,20130808050500,RESOLVED,NO,NO
414799,20130809164000,RESOLVED,NO,NO
414800,20130809174000,RESOLVED,NO,NO
414837,20130811235500,RESOLVED,NO,NO
414963,20130813084400,RESOLVED,NO,NO
415013,20130813212500,RESOLVED,YES,NO
415079,20130814115300,RESOLVED,NO,NO
415101,20130814153300,RESOLVED,NO,NO
415140,20130815072700,RESOLVED,NO,NO
415263,20130816165400,RESOLVED,NO,NO
415278,20130817052900,RESOLVED,NO,NO
415788,20130823143500,RESOLVED,NO,NO
415893,20130826125900,RESOLVED,NO,NO
415910,20130826151800,RESOLVED,NO,NO
416581,20130904191300,RESOLVED,NO,NO
416743,20130906112500,RESOLVED,NO,NO
417043,20130911173000,VERIFIED,NO,NO
417083,20130912090000,RESOLVED,NO,NO
417262,20130914110900,RESOLVED,NO,NO
417481,20130918040200,RESOLVED,NO,NO
417809,20130923073400,RESOLVED,NO,NO
418054,20130925153900,RESOLVED,NO,NO
418134,20130926161900,NEW,NO,NO
418736,20131005100700,RESOLVED,NO,NO
418758,20131006023400,RESOLVED,NO,NO
418759,20131006023600,RESOLVED,NO,NO
418845,20131007131100,RESOLVED,NO,NO
418853,20131007142600,RESOLVED,NO,NO
419028,20131009093300,RESOLVED,NO,NO
419164,20131010122500,RESOLVED,NO,NO
419179,20131010153000,RESOLVED,NO,NO
419190,20131010191100,RESOLVED,NO,NO
419413,20131015002000,RESOLVED,NO,NO
419590,20131016091300,RESOLVED,NO,NO
419621,20131016135900,RESOLVED,NO,NO
419700,20131017082700,RESOLVED,NO,NO
419825,20131018060900,RESOLVED,NO,NO
420006,20131021132400,RESOLVED,NO,NO
420019,20131021150700,RESOLVED,NO,NO
420109,20131022144900,RESOLVED,NO,NO
420165,20131023081100,RESOLVED,NO,NO
420326,20131024154800,RESOLVED,NO,NO
420371,20131025082000,RESOLVED,NO,NO
420385,20131025094900,VERIFIED,YES,NO
420401,20131025114600,RESOLVED,NO,NO
420490,20131028072500,RESOLVED,NO,NO
420513,20131028111400,RESOLVED,NO,NO
420877,20131101104700,RESOLVED,NO,NO
420946,20131102145800,RESOLVED,NO,NO
421088,20131105115600,NEW,NO,NO
421119,20131105162600,RESOLVED,NO,NO
421342,20131108102300,RESOLVED,NO,NO
421886,20131115211700,RESOLVED,NO,NO
422086,20131119125900,RESOLVED,NO,NO
422179,20131120135700,RESOLVED,NO,NO
422283,20131121135500,RESOLVED,NO,NO
422343,20131122101800,RESOLVED,NO,NO
422421,20131124151200,RESOLVED,NO,NO
422538,20131125201600,RESOLVED,NO,NO
422606,20131126130500,RESOLVED,NO,NO
422714,20131127162300,RESOLVED,NO,NO
432201,20140407185700,RESOLVED,NO,NO
439453,20140711145800,RESOLVED,NO,NO
445557,20140930182600,RESOLVED,NO,NO
457394,20150113191100,RESOLVED,NO,NO
