bugID,opened_date,status,inheritance,overriding,fixed_date,modified_files,added_files,deleted_files
9020,20020204091101,RESOLVED,YES,NO,20021119114454,org.eclipse.jdt.core/buildnotes_jdt-core.html,,
10468,20020228083232,RESOLVED,NO,NO,20020228160126,,,
10496,20020228113926,RESOLVED,NO,NO,20020304153603,,,
10499,20020228120258,RESOLVED,YES,NO,20020228201923,,,
11076,20020309222131,VERIFIED,NO,NO,20020311232410,,,
12287,20020326104953,RESOLVED,NO,NO,20040506104446 20040506154458,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/parser/ParserTest.java org.eclipse.jdt.core/buildnotes_jdt-core.html org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/diagnose/DiagnoseParser.java,,
13084,20020409123316,RESOLVED,NO,NO,20020411231550,,,
14468,20020423200054,VERIFIED,NO,NO,20020527155839,,,
14597,20020425085152,VERIFIED,NO,NO,20030128190157 20030129002751 20030130222001 20030131181508 20030131184209,org.eclipse.jdt.core/buildnotes_jdt-core.html org.eclipse.jdt.core/model/org/eclipse/jdt/core/util/CompilationUnitSorter.java org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/SortElementBuilder.java,,
15036,20020501153409,RESOLVED,NO,NO,20020501235141,,,
16354,20020518111745,VERIFIED,YES,NO,20020527113747,,,
17531,20020523183415,RESOLVED,NO,NO,20070228093332,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/BufferCache.java,,
