1.7R4,20120618
1.7R2,20110509
1.7R2,20090322
1.7R1,20080306
1.6R7,20070820
1.6R6,20070730
1.6R5,20061119
1.6R4,20060910
1.6R3,20060724
1.6R2,20050919
1.6R1,20041129
1.5R5,20040325
1.5R4.1,20030421
1.5R4,20030210
1.5R3,20020127
1.5R2,20010727
1.5R1,20000910
1.4R3,19990510
